seqnames,start,end,Log2FC,FDR,MeanDiff,group_name
chr2,240215643,240216143,1.868373108,1.72E-10,0.26096722,C1
chr17,3704268,3704768,2.931983706,1.75E-10,0.214431222,C1
chr19,13232679,13233179,1.719355999,1.75E-10,0.242259049,C1
chr9,20561980,20562480,2.373561831,1.78E-10,0.252381699,C1
chr17,66308680,66309180,3.577176763,2.12E-10,0.159071545,C1
chr22,40350550,40351050,3.723179368,2.17E-10,0.195699241,C1
chr11,48030390,48030890,1.674520247,2.21E-10,0.302905758,C1
chr3,197065405,197065905,2.925903285,2.26E-10,0.239096669,C1
chr15,49578803,49579303,2.398652542,2.27E-10,0.234933623,C1
chr6,169930434,169930934,2.48345284,2.27E-10,0.209241985,C1
chr2,191535234,191535734,1.059919295,2.34E-10,0.236172136,C1
chr20,42379814,42380314,1.036142698,2.36E-10,0.379385702,C1
chr2,65212417,65212917,1.789893105,2.43E-10,0.223781363,C1
chr12,68627881,68628381,4.946143904,2.44E-10,0.15747459,C1
chr16,15730427,15730927,3.350759479,2.44E-10,0.221023474,C1
chr2,181902590,181903090,3.469438733,2.44E-10,0.169557174,C1
chr3,37472297,37472797,2.077741034,2.44E-10,0.233024086,C1
chr4,166125234,166125734,2.944878528,2.47E-10,0.209958685,C1
chr13,78003764,78004264,4.600975481,2.52E-10,0.174951808,C1
chr3,12234893,12235393,2.486531989,2.55E-10,0.23120447,C1
chr14,77769230,77769730,1.913036258,2.58E-10,0.325652999,C1
chr3,101811883,101812383,3.447691069,2.64E-10,0.191575702,C1
chr6,149766155,149766655,3.161652238,2.73E-10,0.137132836,C1
chr5,156770831,156771331,1.149813845,2.74E-10,0.233472209,C1
chr11,104917549,104918049,3.330899602,2.77E-10,0.216377156,C1
chr6,21180420,21180920,2.954026171,2.78E-10,0.193875247,C1
chr5,131971499,131971999,3.136176197,2.91E-10,0.237998388,C1
chr6,30195521,30196021,1.356229613,3.03E-10,0.297791201,C1
chr1,233248642,233249142,2.987545528,3.19E-10,0.20029753,C1
chr9,94181688,94182188,2.486755604,3.19E-10,0.212769755,C1
chr19,16560270,16560770,1.415826374,3.24E-10,0.350184206,C1
chr5,56678947,56679447,4.434676814,3.28E-10,0.161568174,C1
chr6,167356207,167356707,2.182633791,3.35E-10,0.195706931,C1
chr12,6276905,6277405,1.853553699,3.40E-10,0.284508687,C1
chrX,9253233,9253733,2.667493416,3.41E-10,0.211939818,C1
chr16,79662314,79662814,1.698106962,3.42E-10,0.320556366,C1
chr21,40357521,40358021,3.791282207,3.42E-10,0.166895392,C1
chr8,81973288,81973788,1.910509001,3.45E-10,0.265797813,C1
chr4,26328274,26328774,3.70371766,3.50E-10,0.14686094,C1
chr6,158306424,158306924,1.658104231,3.54E-10,0.208576325,C1
chr1,156494122,156494622,1.446319209,3.55E-10,0.293548939,C1
chr8,29398416,29398916,3.397758466,3.67E-10,0.210688055,C1
chr11,72680845,72681345,1.550844256,3.75E-10,0.37473274,C1
chr1,40652092,40652592,1.702530422,3.76E-10,0.276625608,C1
chr2,136002568,136003068,1.357449209,3.84E-10,0.350550074,C1
chr1,19371843,19372343,1.758980871,3.86E-10,0.255646757,C1
chr10,52085096,52085596,2.742176538,3.97E-10,0.214046099,C1
chr2,127735953,127736453,2.757041218,4.13E-10,0.212905477,C1
chr1,180615172,180615672,2.380539474,4.24E-10,0.215284796,C1
chr9,22052579,22053079,2.478658507,4.28E-10,0.200184594,C1
chr12,76132167,76132667,2.031616476,4.31E-10,0.26625506,C1
chr12,3914191,3914691,6.178939587,4.43E-10,0.144346052,C1
chr2,44807921,44808421,6.118218701,4.43E-10,0.138313554,C1
chr13,80032052,80032552,2.833999824,4.44E-10,0.20248016,C1
chr8,29396128,29396628,3.316912921,4.50E-10,0.220493813,C1
chr16,80603436,80603936,1.173978594,4.53E-10,0.343279204,C1
chr2,7834620,7835120,4.099943963,4.73E-10,0.16713053,C1
chr7,106065286,106065786,1.671380049,4.74E-10,0.254697694,C1
chr17,25660461,25660961,2.052011452,4.79E-10,0.25343189,C1
chr12,45242438,45242938,2.206398403,4.90E-10,0.266556229,C1
chr7,3146040,3146540,1.484929804,4.90E-10,0.338717491,C1
chr1,59820381,59820881,3.053766968,4.91E-10,0.169079534,C1
chr5,143206624,143207124,2.10279654,5.14E-10,0.286772044,C1
chr3,46034973,46035473,1.234798713,5.16E-10,0.384645437,C1
chr4,10738922,10739422,4.415391648,5.24E-10,0.17348319,C1
chr2,85921185,85921685,2.015693012,5.33E-10,0.324475351,C1
chr2,204443763,204444263,2.708143677,5.34E-10,0.2150782,C1
chr17,48981474,48981974,1.359931846,5.48E-10,0.322919101,C1
chr2,169023685,169024185,3.465013656,5.50E-10,0.140095128,C1
chr2,25139890,25140390,2.484381038,5.60E-10,0.178548492,C1
chr12,3852953,3853453,3.023649449,5.69E-10,0.233517273,C1
chr2,114643990,114644490,2.302509812,5.69E-10,0.230726899,C1
chr22,24798332,24798832,2.280880922,5.76E-10,0.247655808,C1
chr3,149297829,149298329,2.381236446,5.76E-10,0.228612421,C1
chr6,157115997,157116497,3.710494192,5.76E-10,0.205516657,C1
chr3,73026547,73027047,2.385338348,6.04E-10,0.20002969,C1
chr6,135887776,135888276,5.431223851,6.04E-10,0.177280312,C1
chr6,45454465,45454965,1.56386657,6.41E-10,0.279852154,C1
chr17,43384690,43385190,2.15852012,6.52E-10,0.321346994,C1
chr13,43294538,43295038,3.392730939,6.65E-10,0.192420695,C1
chr8,72912376,72912876,1.131906013,6.83E-10,0.340975252,C1
chr4,5865132,5865632,2.712951376,6.88E-10,0.168430171,C1
chr13,103525940,103526440,2.049874155,6.93E-10,0.166459671,C1
chr5,138126325,138126825,2.778124593,6.99E-10,0.230164708,C1
chr15,100741881,100742381,2.215651552,7.07E-10,0.28417972,C1
chr12,12583772,12584272,1.519485994,7.08E-10,0.329716097,C1
chr18,33157101,33157601,1.146547043,7.08E-10,0.282660759,C1
chr5,141467859,141468359,2.858965273,7.28E-10,0.238358269,C1
chr15,61053266,61053766,4.088851331,7.55E-10,0.161689676,C1
chr4,105981785,105982285,4.455110491,7.57E-10,0.236970925,C1
chr14,81392944,81393444,5.028250815,7.65E-10,0.164394932,C1
chr21,36406745,36407245,4.338623471,7.76E-10,0.209661331,C1
chr12,852999,853499,2.706651382,7.77E-10,0.162682475,C1
chr10,124092486,124092986,4.09401632,8.06E-10,0.237396147,C1
chr6,136043817,136044317,4.036797643,8.14E-10,0.209300572,C1
chr14,45625223,45625723,3.624592516,8.26E-10,0.185360019,C1
chr20,48575092,48575592,2.733006273,8.26E-10,0.264118974,C1
chr11,13308524,13309024,1.764784771,8.30E-10,0.276080479,C1
chr6,134757253,134757753,1.118273148,8.56E-10,0.267348682,C1
chr4,10732099,10732599,3.394005687,8.56E-10,0.16884132,C1
chrX,17728528,17729028,4.702397304,8.76E-10,0.160909156,C1
chr11,76863173,76863673,1.40941895,9.06E-10,0.248097831,C1
chr10,119412611,119413111,1.708714146,9.32E-10,0.271574872,C1
chr20,30837008,30837508,1.604423479,9.43E-10,0.462938377,C1
chr6,74405289,74405789,2.134104854,9.67E-10,0.275581799,C1
chr12,76388074,76388574,2.379443438,9.83E-10,0.277537315,C1
chr16,12740620,12741120,2.854610203,9.88E-10,0.204773308,C1
chr11,2961682,2962182,2.627484083,1.02E-09,0.290859024,C1
chr13,50028746,50029246,1.710568925,1.03E-09,0.288402313,C1
chr12,113151927,113152427,4.302666164,1.04E-09,0.17044583,C1
chr14,99522083,99522583,1.212068414,1.05E-09,0.416895116,C1
chr8,28223254,28223754,1.719907417,1.05E-09,0.263854592,C1
chr11,14566042,14566542,2.083511929,1.06E-09,0.225481586,C1
chr1,3573215,3573715,2.341024936,1.06E-09,0.232374214,C1
chr10,97595115,97595615,2.455123946,1.08E-09,0.269788243,C1
chr2,64440018,64440518,1.40246137,1.09E-09,0.310393285,C1
chr8,29263021,29263521,1.38545116,1.09E-09,0.315759737,C1
chr6,12233740,12234240,1.942202374,1.10E-09,0.230579214,C1
chr12,113342232,113342732,6.179325841,1.19E-09,0.144385244,C1
chr2,175700369,175700869,3.251743683,1.19E-09,0.21523329,C1
chr11,111241992,111242492,2.724345165,1.19E-09,0.195999351,C1
chr7,47343593,47344093,2.301724963,1.19E-09,0.160831969,C1
chr6,135858813,135859313,1.062633759,1.22E-09,0.381413458,C1
chr8,119111539,119112039,2.640120817,1.22E-09,0.221302872,C1
chr15,91358530,91359030,4.202429693,1.26E-09,0.146009629,C1
chr10,89521590,89522090,2.397147225,1.27E-09,0.307571424,C1
chr19,11685377,11685877,2.82978262,1.30E-09,0.197722622,C1
chr10,75815762,75816262,3.032756197,1.31E-09,0.26006474,C1
chr4,10956374,10956874,1.567624121,1.36E-09,0.251354841,C1
chr1,23950831,23951331,1.895785211,1.37E-09,0.267053426,C1
chr14,94437660,94438160,1.794299884,1.40E-09,0.224149693,C1
chr18,46327712,46328212,3.652278483,1.42E-09,0.134784245,C1
chr6,20877638,20878138,2.996949433,1.45E-09,0.215494312,C1
chr1,200323323,200323823,2.86356037,1.47E-09,0.161847273,C1
chr20,56273204,56273704,1.098772761,1.52E-09,0.344294968,C1
chr18,51700283,51700783,3.449931859,1.60E-09,0.173921771,C1
chr11,93265278,93265778,5.620342489,1.63E-09,0.161377516,C1
chr3,37374890,37375390,5.477499274,1.63E-09,0.149658852,C1
chr15,63771756,63772256,1.352493957,1.64E-09,0.369368702,C1
chr7,130333859,130334359,2.97484318,1.64E-09,0.233914478,C1
chr20,2964533,2965033,1.721328107,1.74E-09,0.181957961,C1
chr1,76760139,76760639,1.524460839,1.75E-09,0.223204685,C1
chr22,41079007,41079507,1.229416929,1.85E-09,0.291539616,C1
chr10,112185591,112186091,1.374280096,1.86E-09,0.245014482,C1
chr8,126526943,126527443,1.124539758,1.91E-09,0.29696439,C1
chr7,76786719,76787219,2.223556468,1.93E-09,0.15877393,C1
chr4,84474037,84474537,3.384329385,1.95E-09,0.133947784,C1
chrX,41337505,41338005,5.995933716,1.97E-09,0.126908824,C1
chr16,11473235,11473735,2.482286884,1.99E-09,0.248725351,C1
chr11,59974006,59974506,5.034011063,2.09E-09,0.156565296,C1
chr7,92293640,92294140,2.272943889,2.17E-09,0.296087221,C1
chr12,76210635,76211135,2.471316019,2.18E-09,0.200254458,C1
chr3,46139120,46139620,1.643559374,2.23E-09,0.220117885,C1
chr5,80580564,80581064,3.252528972,2.25E-09,0.231307609,C1
chr4,26141581,26142081,4.649584937,2.28E-09,0.189440279,C1
chr12,76345416,76345916,4.484118595,2.28E-09,0.162714767,C1
chr10,97553345,97553845,2.016477317,2.29E-09,0.193702938,C1
chr5,156779946,156780446,3.323221212,2.29E-09,0.169035082,C1
chr6,42386297,42386797,2.87118749,2.32E-09,0.218388846,C1
chr8,134165095,134165595,1.132325233,2.33E-09,0.235242263,C1
chr11,3028056,3028556,2.641920974,2.41E-09,0.248705687,C1
chr11,129837850,129838350,2.725089578,2.41E-09,0.157654097,C1
chr15,70488978,70489478,2.17792442,2.51E-09,0.155617767,C1
chr7,75472130,75472630,2.79202564,2.54E-09,0.217654331,C1
chr10,121463893,121464393,1.730752841,2.56E-09,0.180889013,C1
chr10,27026610,27027110,2.872690396,2.57E-09,0.202902094,C1
chr1,224685789,224686289,1.732553669,2.59E-09,0.319994593,C1
chr6,111265792,111266292,1.265480016,2.61E-09,0.434571381,C1
chr11,111411172,111411672,2.316639698,2.62E-09,0.199165964,C1
chr2,113742641,113743141,2.376960198,2.62E-09,0.200651836,C1
chr6,37141134,37141634,1.426169714,2.69E-09,0.352021223,C1
chr3,4818532,4819032,1.929294386,2.72E-09,0.222862836,C1
chr1,168385412,168385912,4.367938294,2.75E-09,0.164106479,C1
chr2,191543387,191543887,1.644128754,2.82E-09,0.279527578,C1
chr10,81007437,81007937,2.120895716,2.83E-09,0.195354673,C1
chr10,97549629,97550129,2.345855036,2.89E-09,0.183957438,C1
chr6,45798217,45798717,1.344335454,2.89E-09,0.29949343,C1
chr17,57439590,57440090,1.414502764,2.93E-09,0.237223247,C1
chr3,137953531,137954031,1.562016715,2.94E-09,0.179156309,C1
chr1,230220266,230220766,2.290327738,2.94E-09,0.229366202,C1
chr2,228280195,228280695,3.591698553,2.97E-09,0.202730468,C1
chr15,59712242,59712742,3.216549823,2.99E-09,0.187823036,C1
chr10,97521638,97522138,2.025489816,3.01E-09,0.160852809,C1
chr22,20906024,20906524,1.80873177,3.07E-09,0.307399785,C1
chr6,149353660,149354160,1.270110356,3.20E-09,0.305649171,C1
chr4,106227372,106227872,1.189938268,3.22E-09,0.393075233,C1
chr1,200847253,200847753,1.337670861,3.27E-09,0.342498822,C1
chr8,116458945,116459445,2.510096517,3.29E-09,0.244314837,C1
chr10,97599766,97600266,3.514140424,3.30E-09,0.13740504,C1
chr6,12045087,12045587,1.780285054,3.30E-09,0.216466254,C1
chr6,134758493,134758993,1.821469815,3.30E-09,0.221957955,C1
chr15,50358354,50358854,1.511420883,3.30E-09,0.217410825,C1
chr7,647609,648109,2.928992429,3.43E-09,0.220355609,C1
chr6,45626608,45627108,4.960110202,3.52E-09,0.154200711,C1
chr15,40455787,40456287,1.482970901,3.58E-09,0.131037646,C1
chr13,50144381,50144881,2.269955778,3.60E-09,0.221832534,C1
chr16,57648415,57648915,2.506199626,3.64E-09,0.235283001,C1
chr5,142485060,142485560,2.161160731,3.64E-09,0.188147403,C1
chr11,13310161,13310661,2.476543913,3.66E-09,0.148986596,C1
chr6,27804738,27805238,1.301656572,3.72E-09,0.517091335,C1
chr15,100710311,100710811,3.810180339,3.84E-09,0.152444742,C1
chr16,68353077,68353577,1.774729044,3.85E-09,0.204561767,C1
chr20,44048068,44048568,2.441145721,3.92E-09,0.230979546,C1
chr3,4462749,4463249,2.638782042,4.04E-09,0.230221567,C1
chr10,119423195,119423695,3.57383896,4.08E-09,0.184970795,C1
chr16,3645644,3646144,4.238775266,4.08E-09,0.170944917,C1
chr3,8543104,8543604,1.115870346,4.10E-09,0.306212213,C1
chr7,17077751,17078251,3.593571239,4.10E-09,0.148792909,C1
chr6,158365980,158366480,3.11558442,4.13E-09,0.238305519,C1
chr11,129836116,129836616,3.227285459,4.15E-09,0.209676432,C1
chr3,9819699,9820199,2.882732298,4.15E-09,0.213885298,C1
chr2,179896501,179897001,1.382815322,4.16E-09,0.259512585,C1
chr6,130629056,130629556,4.562005246,4.21E-09,0.153518391,C1
chr3,105555333,105555833,1.803138526,4.23E-09,0.275139585,C1
chr2,204735650,204736150,1.656573196,4.25E-09,0.147937932,C1
chr18,13179699,13180199,3.542420926,4.26E-09,0.184741227,C1
chr22,32347763,32348263,2.234368134,4.28E-09,0.199562241,C1
chr14,59742323,59742823,1.660440608,4.37E-09,0.211777432,C1
chr5,156454680,156455180,1.454568816,4.44E-09,0.208103324,C1
chr4,185434895,185435395,2.250182589,4.45E-09,0.16428555,C1
chr6,87891992,87892492,2.744063824,4.51E-09,0.181782519,C1
chr12,56425706,56426206,3.577251383,4.77E-09,0.18482826,C1
chr9,130673451,130673951,2.562901079,4.84E-09,0.206554683,C1
chr1,12127894,12128394,2.356312466,4.86E-09,0.227171851,C1
chr1,211478345,211478845,3.096519809,4.96E-09,0.223504624,C1
chr10,104470408,104470908,2.203481598,4.97E-09,0.312405107,C1
chr14,55596245,55596745,1.406596158,4.97E-09,0.326591712,C1
chr2,238912682,238913182,3.342831108,4.98E-09,0.160259645,C1
chr18,3209762,3210262,2.301139157,5.00E-09,0.233047989,C1
chr20,52520051,52520551,2.921454372,5.21E-09,0.176984157,C1
chr12,106506699,106507199,2.588070314,5.44E-09,0.244843485,C1
chr6,158452423,158452923,1.888722657,5.59E-09,0.32314728,C1
chr20,49057326,49057826,1.437404651,5.71E-09,0.27834838,C1
chr3,16420370,16420870,1.235272414,5.77E-09,0.254320943,C1
chr1,230677710,230678210,2.798945452,5.98E-09,0.190919884,C1
chr19,48627084,48627584,4.45306925,6.02E-09,0.130820493,C1
chr7,66325110,66325610,2.821311573,6.08E-09,0.230307429,C1
chr4,26060055,26060555,1.956212679,6.14E-09,0.168271924,C1
chr8,29608343,29608843,2.573561359,6.24E-09,0.172719979,C1
chr12,109215695,109216195,2.260999412,6.27E-09,0.150880472,C1
chr18,9095192,9095692,1.545419468,6.38E-09,0.261562993,C1
chr2,64765849,64766349,3.79832441,6.39E-09,0.186601863,C1
chr12,94241140,94241640,3.307926654,6.47E-09,0.192653829,C1
chr4,36350174,36350674,2.816544296,6.49E-09,0.21093137,C1
chr15,59541457,59541957,2.792334461,6.50E-09,0.212649184,C1
chr9,91092113,91092613,3.201450182,6.60E-09,0.197085693,C1
chr13,45342375,45342875,2.592271037,6.67E-09,0.164103428,C1
chr11,12195929,12196429,1.542237863,6.81E-09,0.210404039,C1
chr18,9016996,9017496,1.723558132,7.05E-09,0.228435944,C1
chr3,8581044,8581544,5.399503631,7.14E-09,0.137993413,C1
chr1,54248652,54249152,2.419175417,7.17E-09,0.183289315,C1
chr4,106246594,106247094,5.275567747,7.17E-09,0.131314043,C1
chr11,13237886,13238386,3.469111603,7.31E-09,0.174069031,C1
chr10,9336316,9336816,2.884973376,7.40E-09,0.120194571,C1
chr7,138803663,138804163,1.724730248,7.41E-09,0.189431184,C1
chr6,106038885,106039385,2.142531004,7.42E-09,0.212214903,C1
chr17,1377040,1377540,3.242076221,7.54E-09,0.189748029,C1
chr3,197588079,197588579,2.85962818,7.55E-09,0.193399968,C1
chr1,92799211,92799711,3.466052328,7.69E-09,0.247271818,C1
chr10,97517627,97518127,1.642241601,7.84E-09,0.199891189,C1
chr17,78668929,78669429,3.943581769,7.84E-09,0.149355226,C1
chr3,12228866,12229366,3.863053125,7.84E-09,0.11983064,C1
chr16,57624959,57625459,1.205332844,7.99E-09,0.367636851,C1
chr5,61529185,61529685,3.173296309,8.09E-09,0.202213754,C1
chr2,182140221,182140721,1.208325607,8.30E-09,0.249304106,C1
chr8,103662018,103662518,2.99935982,8.47E-09,0.205860309,C1
chr1,67751722,67752222,1.713454392,8.53E-09,0.305796053,C1
chr12,48254151,48254651,2.19910973,8.65E-09,0.238573968,C1
chr9,117459059,117459559,1.3774353,8.69E-09,0.27199111,C1
chr14,72622006,72622506,4.004981583,8.79E-09,0.199660809,C1
chr19,13371841,13372341,2.748256252,8.83E-09,0.189457712,C1
chr5,176898534,176899034,2.173518638,8.88E-09,0.266900169,C1
chr10,104462424,104462924,3.897891361,8.95E-09,0.16686048,C1
chr6,88428758,88429258,1.419437683,9.25E-09,0.302021798,C1
chr11,71852062,71852562,1.717908989,9.31E-09,0.165928683,C1
chr5,66188520,66189020,4.704939336,9.31E-09,0.115492895,C1
chr8,19243270,19243770,2.204420806,9.68E-09,0.175671103,C1
chr19,47466296,47466796,3.780939103,1.02E-08,0.154941945,C1
chr16,11194015,11194515,1.654431407,1.03E-08,0.177283772,C1
chr12,25053848,25054348,1.479092178,1.04E-08,0.252561788,C1
chr14,66033821,66034321,2.073331392,1.05E-08,0.19642575,C1
chr19,33726992,33727492,3.275796032,1.05E-08,0.1099574,C1
chr17,62985133,62985633,2.696898845,1.05E-08,0.202873872,C1
chr15,87167797,87168297,1.258227421,1.07E-08,0.301322062,C1
chr1,169649749,169650249,2.812081222,1.09E-08,0.180807075,C1
chr6,155502540,155503040,3.188273735,1.11E-08,0.139790344,C1
chr15,38848129,38848629,1.437317084,1.13E-08,0.369934585,C1
chr2,228327153,228327653,1.530022187,1.17E-08,0.144157788,C1
chr3,67341964,67342464,3.370794671,1.19E-08,0.188729899,C1
chr10,72118109,72118609,5.211992881,1.20E-08,0.137508574,C1
chr20,17876165,17876665,4.025648384,1.22E-08,0.1176648,C1
chr14,65636110,65636610,3.09113968,1.22E-08,0.198107239,C1
chr12,92490435,92490935,2.084273759,1.23E-08,0.224490099,C1
chr3,133314116,133314616,1.981187268,1.23E-08,0.222119154,C1
chr8,19576990,19577490,2.046284829,1.26E-08,0.170722618,C1
chr9,93833864,93834364,1.441682187,1.26E-08,0.269905329,C1
chr1,200443697,200444197,2.027586415,1.26E-08,0.197563721,C1
chr2,191587934,191588434,3.805729349,1.28E-08,0.087154756,C1
chr7,39644669,39645169,3.289089279,1.28E-08,0.148952842,C1
chr8,145025043,145025543,1.657382484,1.29E-08,0.224441323,C1
chr14,64914945,64915445,1.747922702,1.34E-08,0.206331123,C1
chr18,21631342,21631842,3.066299987,1.34E-08,0.148374329,C1
chr12,68619336,68619836,2.24037542,1.35E-08,0.195458632,C1
chr17,55538400,55538900,1.166710339,1.39E-08,0.11065605,C1
chr1,172622385,172622885,2.889955691,1.40E-08,0.165800414,C1
chr14,65892555,65893055,3.014672272,1.40E-08,0.186217342,C1
chr1,230358319,230358819,2.321416163,1.42E-08,0.168470198,C1
chr2,111873480,111873980,2.378667247,1.46E-08,0.199885102,C1
chr12,10456616,10457116,1.292807886,1.47E-08,0.325379277,C1
chr6,14068316,14068816,5.191270801,1.49E-08,0.14168306,C1
chr11,109836644,109837144,2.035425049,1.53E-08,0.187346426,C1
chr7,47344487,47344987,3.16756564,1.54E-08,0.185665199,C1
chr10,116192338,116192838,3.782782058,1.56E-08,0.148330744,C1
chr14,72061689,72062189,3.64133737,1.56E-08,0.15421205,C1
chr1,90123429,90123929,1.875932051,1.57E-08,0.259291354,C1
chr6,135907852,135908352,2.340888526,1.57E-08,0.224791408,C1
chr20,51771005,51771505,4.457269158,1.58E-08,0.129209849,C1
chr5,54886479,54886979,2.539094535,1.59E-08,0.155112871,C1
chr1,172917524,172918024,3.752624205,1.61E-08,0.168700172,C1
chr15,50399690,50400190,2.65150727,1.61E-08,0.137225618,C1
chr6,149554365,149554865,1.292978625,1.63E-08,0.289513492,C1
chr22,37699798,37700298,2.233774722,1.65E-08,0.254847525,C1
chr2,86250145,86250645,3.582657403,1.65E-08,0.151050056,C1
chr7,2759605,2760105,2.315319506,1.65E-08,0.244695359,C1
chr20,45903192,45903692,2.441654087,1.68E-08,0.227695345,C1
chr10,310938,311438,1.70711785,1.71E-08,0.314042701,C1
chr3,66519553,66520053,2.09176435,1.73E-08,0.231250792,C1
chr10,31048600,31049100,2.989877829,1.78E-08,0.155545574,C1
chr3,58246536,58247036,3.12610642,1.78E-08,0.119160848,C1
chr6,91183388,91183888,1.459770216,1.80E-08,0.196140296,C1
